date,cams_no2_daily,temp_2m_mean,temp_2m_min,wind_speed_mean,wind_speed_min,wind_dir_mean,precip_sum,blh_mean,blh_min,temp_850_mean,inversion_flag,stagnation_flag,sirocco_flag,rain_flag,doy_sin,doy_cos,no2_lag1,no2_lag2,no2_lag3,no2_lag7,no2_ma7
2021-03-19,22.75799,14.131333,11.7605,12.440487,5.3517847,96.937325,0.3,553.3333,80.0,,1,0,0,0,0.9741004551724205,0.22611568550828828,39.378998,34.13699,37.589043,30.173517,37.680366788591655
2021-03-20,14.703197,15.439667,14.1105,16.317179,4.0249224,127.02514,2.0,476.45834,135.0,,1,0,1,0,0.9778483415056568,0.20931464596304847,22.75799,39.378998,34.13699,39.50685,34.13698754991804
2021-03-21,46.666668,13.5771675,8.7605,23.66294,18.35647,323.7487,0.90000004,1022.5,565.0,,0,0,0,0,0.9813064702716093,0.19245158197082998,14.703197,22.75799,39.378998,48.073063,33.9360739844186
2021-03-22,43.21461,11.414666,8.1105,21.607042,18.678415,311.42532,0.4,1308.5416,800.0,,0,0,0,0,0.9844738167520922,0.1755314904214282,46.666668,14.703197,22.75799,42.319633,34.063927922930034
2021-03-23,41.808224,12.789666,9.2605,26.108099,14.561099,326.9464,0.0,1414.7916,670.0,,0,0,0,0,0.9873494423939864,0.15855938510313478,43.21461,46.666668,14.703197,37.589043,34.66666807447161
2021-03-24,56.383564,13.200084,9.5105,11.424221,6.489992,275.97592,1.3000001,726.875,170.0,,1,0,0,0,0.989932495087353,0.141540295217043,41.808224,43.21461,46.666668,34.13699,37.844750131879536
2021-03-25,62.520554,13.777167,10.0105,12.021922,7.127636,186.46216,0.0,662.2917,80.0,,1,0,1,0,0.9922222094179323,0.12447926388678915,56.383564,41.808224,43.21461,39.378998,41.15068667275565
2021-03-26,34.264843,14.948001,9.710501,13.934631,6.439876,201.29724,0.0,405.20834,70.0,,1,0,1,0,0.994217906893952,0.10738134666416309,62.520554,56.383564,41.808224,22.75799,42.79452283041818
2021-03-27,20.584476,17.77925,13.8105,21.514273,16.575644,183.49835,0.0,451.04166,285.0,,1,0,1,0,0.995918996147179,0.09025161003104117,34.264843,62.520554,56.383564,14.703197,43.63470567975725
2021-03-28,26.849316,18.112583,13.5105,11.021927,1.2979984,140.9402,0.0,288.33334,60.0,,1,0,1,0,0.9973249731081555,0.07309512989807777,20.584476,34.264843,62.520554,46.666668,40.803655351911274
2021-03-29,31.068493,16.356333,13.710501,11.559578,5.8048253,138.83687,0.0,310.83334,65.0,,1,0,1,0,0.9984354211555643,0.055916990100603484,26.849316,20.584476,34.264843,43.21461,39.06849561418806
2021-03-30,20.968037,15.9938345,13.8605,7.804011,4.510787,75.65105,0.0,291.66666,40.0,,1,0,0,0,0.9992500112396835,0.03872228089217446,31.068493,26.849316,20.584476,41.808224,36.09132603236607
2021-03-31,48.456627,15.612583,11.6105,6.964721,2.968636,195.73328,0.0,310.0,30.0,,1,0,0,0,0.9997685019798909,0.021516097436222254,20.968037,31.068493,26.849316,56.383564,34.95890644618443
2021-04-01,31.835619,16.777166,11.6105,12.65738,3.096837,202.10547,0.0,334.16666,20.0,,1,0,1,0,0.9999907397361901,0.004303538296244289,48.456627,20.968037,31.068493,62.520554,30.575344358171737
2021-04-02,29.534248,20.177168,15.8605,15.954841,6.28713,155.23407,0.0,335.625,45.0,,1,0,1,0,0.9999166586547379,-0.01291029607500882,31.835619,48.456627,20.968037,34.264843,29.899545124598912
2021-04-03,33.369865,18.695917,15.710501,14.942626,6.2145634,96.69928,0.0,311.875,40.0,,1,0,0,0,0.9995462806873573,-0.030120304846908114,29.534248,31.835619,48.456627,20.584476,31.726029259817942
2021-04-04,28.767124,16.889668,15.160501,16.980967,14.512064,43.133625,0.0,548.3333,390.0,,1,0,0,0,0.9988797155850336,-0.04732138832243185,33.369865,29.534248,31.835619,26.849316,32.00000190734863
2021-04-05,30.684933,16.748001,14.8105,12.832817,7.208994,91.40128,0.1,676.6667,285.0,,1,0,0,0,0.9979171608653922,-0.06450844944931623,28.767124,33.369865,29.534248,31.068493,31.945207595825195
2021-04-06,44.109592,17.723001,12.710501,14.916202,5.8048253,251.47485,0.0,773.9583,255.0,,1,0,0,0,0.9966589017541702,-0.08167639533042241,30.684933,28.767124,33.369865,20.968037,35.25114413670131
2021-04-07,42.831055,17.612583,13.660501,16.091463,6.297428,140.09155,0.0,530.8333,70.0,,1,0,1,0,0.9951053111006976,-0.09882013873287143,44.109592,30.684933,28.767124,48.456627,34.447490964617046
2021-04-08,21.99087,14.593834,12.2605,20.035442,9.028754,145.50746,0.6,1142.2916,860.0,,0,0,1,0,0.9932568492674143,-0.11593459959550041,42.831055,44.109592,30.684933,31.835619,33.041098185947966
2021-04-09,11.762557,14.9855,11.5105,16.096977,5.0528407,123.13207,0.0,917.5,215.0,,1,0,1,0,0.9911140639934547,-0.1330147065341959,21.99087,42.831055,44.109592,29.534248,30.502285139901296
2021-04-10,8.438356,16.220917,14.210501,20.804796,16.039202,137.49046,0.0,922.7083,555.0,,0,0,1,0,0.9886775902323405,-0.1500553983446526,11.762557,21.99087,42.831055,33.369865,26.940640994480678
2021-04-11,7.4155254,17.314667,16.0105,20.760176,15.277749,117.45821,0.0,599.375,510.0,,0,0,0,0,0.9859481499638304,-0.16705162550211924,8.438356,11.762557,21.99087,28.767124,23.89041260310582
2021-04-12,10.228312,17.795918,15.6105,17.623348,6.6087217,73.281166,0.0,593.9583,170.0,,1,0,0,0,0.9829265519799822,-0.18399835165768005,7.4155254,8.438356,11.762557,30.684933,20.968038150242396
2021-04-13,32.21918,17.308416,13.910501,20.783396,6.489992,214.39497,0.0,832.0833,500.0,,0,0,1,0,0.9796136916454901,-0.20089055513063506,10.228312,7.4155254,8.438356,44.109592,19.269407953534806
2021-04-14,39.123287,15.714667,10.910501,10.351104,2.4149535,176.17316,0.0,444.79166,130.0,,1,0,1,0,0.9760105506323683,-0.21772323039653177,32.21918,10.228312,7.4155254,42.831055,18.739726884024485
2021-04-15,10.484018,16.758417,15.5605,17.275335,5.8603754,103.36578,1.5,573.125,215.0,,1,0,0,0,0.9721181966290613,-0.23449138957040985,39.123287,32.21918,10.228312,21.99087,17.095890998840332
2021-04-16,13.552513,16.375084,14.960501,28.619387,13.324863,71.2869,0.5,841.0417,525.0,,0,0,0,0,0.9679377830240642,-0.25119006388481935,10.484018,39.123287,32.21918,11.762557,17.3515990121024
2021-04-17,40.913246,15.408417,13.660501,10.518363,3.0547013,157.04106,0.6,585.2083,270.0,,1,0,1,0,0.9634705485641488,-0.2678143051621742,13.552513,10.484018,39.123287,8.438356,21.990868977137975
2021-04-18,40.40183,14.9625845,12.0605,8.534712,2.16,279.7034,5.2,813.75,185.0,,1,0,0,1,0.9587178169872964,-0.2843591872810034,40.913246,13.552513,10.484018,7.4155254,26.7031980242048
2021-04-19,32.347034,15.26675,11.160501,10.658698,1.835647,224.96712,0.0,892.2917,185.0,,1,0,0,0,0.9536809966304457,-0.30081980763566735,40.40183,40.913246,13.552513,10.228312,29.863015583583287
2021-04-20,24.292238,17.214666,12.8105,17.82187,7.4128532,162.05977,0.0,512.5,195.0,,1,0,1,0,0.9483615800121715,-0.3171912885891061,32.347034,40.40183,40.913246,32.21918,28.730595179966517
2021-04-21,27.105026,18.600084,14.660501,13.425183,1.8,145.1284,0.0,282.91666,10.0,,1,0,1,0,0.9427611433904207,-0.3334687789181868,24.292238,32.347034,40.40183,39.123287,27.01370075770787
2021-04-22,31.196348,19.823,16.810501,17.129313,7.9526596,92.177704,0.0,298.54166,150.0,,1,0,0,0,0.9368813462954315,-0.3496474552512284,27.105026,24.292238,32.347034,10.484018,29.97260502406529
2021-04-23,31.452055,17.723001,15.8605,20.833273,16.62249,240.51201,0.4,556.6667,270.0,,1,0,0,0,0.9307239310379795,-0.36572252349726897,31.196348,27.105026,24.292238,13.552513,32.5296824319022
2021-04-24,25.698633,17.673,14.8105,22.210886,13.5515,164.3422,0.0,883.75,365.0,,1,0,1,0,0.9242907221930934,-0.3816892202666588,31.452055,31.196348,27.105026,40.913246,30.356166294642858
2021-04-25,18.922375,17.225084,12.8605,11.967476,2.3051248,170.88141,0.0,440.0,75.0,,1,0,1,0,0.9175836260593937,-0.39754281428255595,25.698633,31.452055,31.196348,40.40183,27.28767286028181
2021-04-26,14.958906,19.025084,16.9605,18.294497,7.42159,149.77908,0.0,400.0,70.0,,1,0,1,0,0.9106046300942163,-0.4132786077829042,18.922375,25.698633,31.452055,32.347034,24.803654534476145
2021-04-27,28.511415,19.3605,16.560501,17.879244,9.449572,80.572685,0.0,405.41666,155.0,,1,0,0,0,0.9033558023246845,-0.4288919379124835,14.958906,18.922375,25.698633,24.292238,25.406394141060964
2021-04-28,25.95434,19.71675,16.4105,13.730481,8.707238,149.95882,0.0,330.20834,165.0,,1,0,1,0,0.895839290734909,-0.4443781781046132,28.511415,14.958906,18.922375,27.105026,25.242010389055526
2021-04-29,17.771692,21.04175,17.0105,8.902316,6.6185193,115.91412,0.0,258.33334,105.0,,1,0,0,0,0.8880573226294932,-0.45973273945210397,25.95434,28.511415,14.958906,31.196348,23.324202401297434
2021-04-30,39.634705,20.566751,17.3605,9.86087,3.7064266,159.65187,0.0,162.29167,40.0,,1,0,1,0,0.8800122039735357,-0.47495107206704995,17.771692,25.95434,28.511415,31.452055,24.493152345929825
2021-05-01,38.995438,24.070917,18.810501,9.715064,3.8773184,144.16826,0.0,144.79167,25.0,,1,0,1,0,0.8717063187093219,-0.49002866642905923,39.634705,17.771692,25.95434,25.698633,26.392695835658483
2021-05-02,28.63927,19.581333,17.4105,19.157343,11.177405,21.834364,0.0,490.41666,245.0,,1,0,0,0,0.8631421280499114,-0.5049610547215204,38.995438,39.634705,17.771692,18.922375,27.780823843819753
2021-05-03,36.56621,17.352167,16.2605,14.858573,6.638072,123.593315,3.8999999,300.41666,135.0,,1,0,1,1,0.854322169749827,-0.5197438121555155,28.63927,38.995438,39.634705,14.958906,30.86758177621024
2021-05-04,22.630138,19.1855,15.7605,11.158427,3.0758414,111.913795,0.0,321.25,30.0,,1,0,0,0,0.8452490573530633,-0.5343725582809786,36.56621,28.63927,38.995438,28.511415,30.02739933558873
2021-05-05,23.26941,20.379251,17.9105,10.557115,1.1384199,93.906006,0.2,331.66666,30.0,,1,0,0,0,0.8359254794186372,-0.548842958284719,22.630138,36.56621,28.63927,25.95434,29.643837792532786
